,TICKER,COMPANY NAME,INSIDER,POSITION,DATE,SHARES,TRANS. PRICE,MKT VALUE,RANK,next_day_high_price,next_2day_high_price,next_3day_high_price,high_avg,high_diff,next_day_low_price,next_2day_low_price,next_3day_low_price,low_avg,low_diff
107,SFE,Safeguard Scientifics Inc,Satterfield Thomas A Jr,10% Owner,2022-06-21,26209,3.64,96394,1.5,4.1599998474121085,4.0900001525878915,4.019999980926514,4.089999993642172,0.11002444849430013,3.910000085830689,3.7899999618530273,3.839999914169312,3.846666653951009,0.05372616671598943
108,CZR,Caesars Entertainment Inc,Kornstein Don R,Director,2022-06-16,2500,38.1,95250,2.39,40.099998474121094,,42.13999938964844,41.11999893188477,0.07344355569870975,37.02999877929688,,40.02999877929688,38.52999877929688,0.011160103631457228
109,IMRA,Imara Inc.,Leonard Braden Michael,10% Owner,2022-06-16,83199,1.11,92243,1.5,1.1599999666213991,,1.2300000190734863,1.1949999928474426,0.07112970155330695,1.0900000333786009,,1.1200000047683716,1.1050000190734863,-0.004524869538650437
110,MTEM,"Molecular Templates, Inc.",Sante Health Ventures I Lp,10% Owner,2022-06-13,100000,0.91,91000,1.5,0.9200000166893004,0.9100000262260436,0.8799999952316284,0.9033333460489908,-0.007380059620479933,0.8399999737739563,0.8500000238418579,0.7599999904632568,0.8166666626930237,-0.11428571970747795
111,MTEM,"Molecular Templates, Inc.",Lalande Kevin M.,Director,2022-06-13,100000,0.91,91000,2.25,0.9200000166893004,0.9100000262260436,0.8799999952316284,0.9033333460489908,-0.007380059620479933,0.8399999737739563,0.8500000238418579,0.7599999904632568,0.8166666626930237,-0.11428571970747795
112,WD,Walker & Dunlop Inc,Schmaltz Dana L,Director,2022-06-17,1000,90.16,90164,2.39,,92.2300033569336,93.87000274658205,93.0500030517578,0.031058602439274406,,90.18000030517578,89.69999694824219,89.93999862670898,-0.0024460904675362052
113,AMWD,American Woodmark Corp,Culbreth Michael Scott,PRESIDENT & CEO,2022-06-22,2000,41.13,82261,2.74,43.029998779296875,47.189998626708984,47.40999984741211,45.87666575113932,0.10346579624787657,40.970001220703125,44.20000076293945,45.5,43.55666732788086,0.05571287880254176
114,KFS,Kingsway Financial Services Inc (USA),"Stilwell Value Partners Vii, L.p.",10% Owner,2022-06-21,15000,5.3,79750,1.5,5.309999942779541,5.389999866485597,5.360000133514403,5.353333314259847,0.009962636572204687,5.150000095367432,5.179999828338623,5.309999942779541,5.213333288828532,-0.016624049599357604
115,AFCG,"Afc Gamma, Inc.",Tannenbaum Leonard M,Chief Executive Officer,2022-06-17,5000,15.85,79243,2.64,,17.079999923706055,17.049999237060547,17.0649995803833,0.0711983363761683,,16.219999313354492,16.579999923706055,16.399999618530273,0.03353656288557666
116,SMDM,Singing Machine Co Inc,Digital Power Corp,,2022-06-24,10000,7.82,78227,0.01,8.4399995803833,8.595000267028809,,8.517499923706055,0.08189021778148309,7.650000095367432,7.938300132751465,,7.794150114059448,-0.0033165753240911827
117,TUSK,"Mammoth Energy Services, Inc.",Jacobs Joseph,,2022-06-16,35000,2.13,74400,0.01,2.289999961853028,,2.4200000762939453,2.3550000190734863,0.09554140859922662,2.1029999256134038,,2.184999942779541,2.1439999341964717,0.0065298202547376324
118,TRKA,"Troika Media Group, Inc",Coates Peter,,2022-06-17,75513,0.95,71420,0.01,,0.9559999704360962,0.9660000205039978,0.960999995470047,0.011446405329759334,,0.8109999895095825,0.8799999952316284,0.8454999923706055,-0.1235955157567752
119,SCM,Stellus Capital Investment Corp,Ladd Robert T.,President and CEO,2022-06-16,6000,11.3,68659,2.81,11.550000190734865,,11.520000457763672,11.535000324249268,0.02037280603757256,11.020000457763672,,11.18000030517578,11.100000381469727,-0.018017983032158475
120,GLP,Global Partners Lp,Global Gp Llc,General Partner,2022-06-21,2900,22.51,65279,2.44,23.26000022888184,22.979999542236328,23.239999771118164,23.15999984741211,0.02806562399372117,22.36000061035156,21.5,22.100000381469727,21.98666699727376,-0.02380228903230901
121,FSLY,"Fastly, Inc.",Daniels Richard Devon,Director,2022-06-01,5000,12.75,63750,2.39,13.449999809265135,13.029999732971193,12.93000030517578,13.136666615804035,0.02943415001023613,12.5,12.239999771118164,12.074999809265135,12.271666526794435,-0.03897868901189211
122,RWAY,Runway Growth Finance Ord Shs,Spreng R David,President and CEO,2022-06-21,5000,11.75,58750,2.81,11.505000114440918,11.869999885559082,11.800000190734865,11.725000063578285,-0.002132190728030004,11.0,11.109999656677246,11.18000030517578,11.096666653951011,-0.05887654071471711
123,TCDA,"Tricida, Inc.",Shah Nimish P,10% Owner,2022-06-16,5951,9.69,57665,1.5,10.380000114440918,,11.390000343322756,10.885000228881836,0.10978412528748224,9.710000038146973,,10.369999885559082,10.039999961853027,0.03486055410187773
124,SVRA,Savara Inc,Ramsay David A,Director,2022-06-22,39000,1.45,56355,2.39,1.5299999713897705,1.590000033378601,1.590000033378601,1.5700000127156575,0.07643312849921022,1.4700000286102295,1.5,1.5199999809265137,1.496666669845581,0.031180402948637817
125,MTEM,"Molecular Templates, Inc.",Lalande Kevin M.,Director,2022-06-15,62000,0.89,55180,2.25,0.8799999952316284,0.8799999952316284,,0.8799999952316284,-0.011363641843815523,0.7599999904632568,0.8199999928474426,,0.7899999916553497,-0.12658229038093066
126,MTEM,"Molecular Templates, Inc.",Sante Health Ventures I Lp,10% Owner,2022-06-15,62000,0.89,55180,1.5,0.8799999952316284,0.8799999952316284,,0.8799999952316284,-0.011363641843815523,0.7599999904632568,0.8199999928474426,,0.7899999916553497,-0.12658229038093066
127,SVRA,Savara Inc,Ramsay David A,Director,2022-06-17,39906,1.33,52915,2.39,,1.4099999666213991,1.5,1.4549999833106997,0.08591064243607417,,1.2999999523162842,1.3899999856948853,1.3449999690055847,0.011152393569700048
128,MTEM,"Molecular Templates, Inc.",Sante Health Ventures I Lp,10% Owner,2022-06-14,60000,0.87,52200,1.5,0.9100000262260436,0.8799999952316284,0.8799999952316284,0.8900000055631002,0.022471916222569333,0.8500000238418579,0.7599999904632568,0.8199999928474426,0.8100000023841858,-0.07407407091260229
129,MTEM,"Molecular Templates, Inc.",Lalande Kevin M.,Director,2022-06-14,60000,0.87,52200,2.25,0.9100000262260436,0.8799999952316284,0.8799999952316284,0.8900000055631002,0.022471916222569333,0.8500000238418579,0.7599999904632568,0.8199999928474426,0.8100000023841858,-0.07407407091260229
130,KFS,Kingsway Financial Services Inc (USA),Kavanagh Terence Michael,Director,2022-06-22,9699,5.29,51284,2.1,5.389999866485596,5.360000133514404,5.510000228881836,5.420000076293945,0.0239852535911468,5.179999828338623,5.309999942779541,5.389999866485596,5.293333212534587,0.000629700115362815
131,KFS,Kingsway Financial Services Inc (USA),Hannon Gregory Paul,Director,2022-06-22,9699,5.29,51284,2.1,5.389999866485596,5.360000133514404,5.510000228881836,5.420000076293945,0.0239852535911468,5.179999828338623,5.309999942779541,5.389999866485596,5.293333212534587,0.000629700115362815
132,KFS,Kingsway Financial Services Inc (USA),Oakmont Capital Inc,10% Owner,2022-06-22,9699,5.29,51284,2.45,5.389999866485596,5.360000133514404,5.510000228881836,5.420000076293945,0.0239852535911468,5.179999828338623,5.309999942779541,5.389999866485596,5.293333212534587,0.000629700115362815
133,PHX,PHX Minerals Inc,Brolin Jonathan,10% Owner,2022-06-17,15000,3.41,51098,1.5,,3.7300000190734863,3.559999942779541,3.6449999809265137,0.06447187439128038,,3.490000009536743,3.3399999141693115,3.4149999618530287,0.0014641176892763864
134,DTIL,Precision Biosciences Inc,Kelly John Alexander,Chief Financial Officer,2022-06-22,33784,1.5,50676,2.74,1.5399999618530273,1.590000033378601,1.7999999523162842,1.6433333158493042,0.08722108562329424,1.3799999952316284,1.434999942779541,1.4500000476837158,1.4216666618982952,-0.0550996518389968
135,CMP,Compass Minerals International Inc,Crutchfield Kevin S,President and CEO,2022-06-17,1450,34.21,49605,2.81,,36.68999862670898,36.86000061035156,36.77499961853027,0.06974846077871377,,35.5099983215332,35.70000076293945,35.60499954223633,0.03917987811182284
136,HQI,HireQuest Inc,Hagenbuch Lawrence F,,2022-06-16,4000,12.06,48240,0.01,12.739999771118164,,13.579999923706055,13.15999984741211,0.08358661551416521,12.130000114440918,,12.420000076293945,12.275000095367432,0.01751528258224388
137,NWFL,Norwood Financial Corp,Gifford Jeffrey S,Director,2022-06-21,2000,23.88,47760,2.39,24.11000061035156,24.38999938964844,24.479999542236328,24.326666514078774,0.018361188690619614,23.85000038146973,24.020000457763672,23.0,23.623333613077804,-0.01086495204809319
138,KFS,Kingsway Financial Services Inc (USA),"Stilwell Value Partners Vii, L.p.",10% Owner,2022-06-16,8724,5.3,46237,1.5,5.380000114440918,,5.349999904632568,5.365000009536743,0.012115565595750293,5.300000190734863,,5.150000095367432,5.225000143051148,-0.01435403921444796
139,HRZN,Horizon Technology Finance Corp,Pomeroy Robert D. Jr.,CHIEF EXECUTIVE OFFICER,2022-06-21,4000,11.3,45200,0.01,11.300000190734865,11.399999618530273,11.670000076293945,11.456666628519692,0.01367471303823174,10.949999809265137,11.149999618530273,11.369999885559082,11.156666437784828,-0.012847346742368829
140,VOXX,Voxx International Corp,Kahli Holding Ag,,2022-06-23,5000,8.96,44800,0.01,9.199999809265137,9.520000457763672,9.949999809265137,9.556666692097982,0.06243460312279603,8.479999542236328,9.0600004196167,9.399999618530273,8.979999860127768,0.002227155950922488
141,HQI,HireQuest Inc,Olmstead Jack A.,,2022-06-23,3300,13.12,43296,0.01,14.359999656677246,14.760000228881836,14.399999618530273,14.506666501363119,0.09558822498834048,12.420000076293945,13.319999694824219,13.630000114440918,13.123333295186361,0.0002539976019343122
142,CZR,Caesars Entertainment Inc,Tomick David P,Director,2022-06-17,1100,38.39,42229,2.1,,42.13999938964844,40.810001373291016,41.47500038146973,0.07438216643990793,,40.02999877929688,38.854000091552734,39.44199943542481,0.026672061520287726
143,VOXX,Voxx International Corp,Kahli Holding Ag,,2022-06-22,5000,8.42,42100,0.01,9.210000038146973,9.199999809265137,9.520000457763672,9.31000010172526,0.09559614307204269,8.010000228881836,8.479999542236328,9.0600004196167,8.516666730244955,0.011350300922503607
144,VOXX,Voxx International Corp,Kahli Holding Ag,,2022-06-17,5000,8.25,41250,0.01,,8.350000381469728,8.850000381469727,8.600000381469728,0.04069771697032321,,8.020000457763674,8.010000228881836,8.015000343322754,-0.02931998086226195
145,VOXX,Voxx International Corp,Kahli Holding Ag,,2022-06-21,5000,8.23,41150,0.01,8.850000381469727,9.210000038146973,9.199999809265137,9.086666742960613,0.09427733702507203,8.010000228881836,8.010000228881836,8.479999542236326,8.166666666666666,-0.007755102040816452
146,NNBR,NN Inc,Soderlund Eric Hjalmar,10% Owner,2022-06-23,16883,2.36,39920,1.5,2.680000066757202,2.9700000286102295,2.930000066757202,2.8600000540415444,0.17482519041738506,2.4700000286102295,2.7300000190734863,2.740000009536743,2.646666685740153,0.10831234899531192
147,ISDR,Issuer Direct Corporation,Galleher J. Patrick,,2022-06-22,2000,19.85,39700,0.01,22.260000228881836,24.940000534057617,24.0,23.733333587646484,0.16362360446776048,20.200000762939453,22.350000381469727,23.06999969482422,21.8733336130778,0.09250229749470253
148,CBKM,Consumers Bancorp Inc /oh/,Lober Ralph J Ii,CEO & President,2022-06-23,2000,19.5,39000,2.81,19.0,19.0,19.0,19.0,-0.02631578947368421,19.0,19.0,19.0,19.0,-0.02631578947368421
149,HQI,HireQuest Inc,Hermanns Richard,President and CEO,2022-06-22,3000,12.46,37381,0.01,13.65999984741211,14.359999656677246,14.760000228881836,14.259999910990397,0.1262272035221479,12.670000076293945,12.420000076293945,13.319999694824219,12.803333282470703,0.026815929484610593
150,LSEAW,Lf Capital Acquisition Corporation,Fadule Mollie,Director,2022-06-16,5000,7.12,35600,2.39,,,,,,,,,,
151,TELA,"Tela Bio, Inc.","Ew Healthcare Partners Fund 2-Ugp, L.p.",See footnote 2,2022-06-24,5000,7.06,35300,1.5,7.639999866485596,7.710000038146973,7.230000019073486,7.526666641235352,0.0620017683098501,7.0,6.909999847412109,7.03000020980835,6.980000019073486,-0.011461315287665622
152,TELA,"Tela Bio, Inc.","Ew Healthcare Partners Fund 2-Ugp, L.p.",See footnote 2,2022-06-23,5000,6.99,34950,1.5,7.409999847412109,7.639999866485596,7.710000038146973,7.586666584014893,0.07864673864435652,6.829999923706055,7.0,6.909999847412109,6.913333257039388,-0.011089692932500807
153,NILE,"BitNile Holdings, Inc",Ault Milton C III,Executive Chairman,2022-06-23,125000,0.28,34838,0.01,0.2800000011920929,0.2800000011920929,0.28999999165534973,0.28333333134651184,0.011764698952539426,0.27000001072883606,0.27000001072883606,0.25999999046325684,0.26666667064030963,-0.049999984353781154
154,STRR,Star Equity Holdings Ord Shs,Quain Mitchell I,Director,2022-06-21,35000,0.95,33250,2.1,0.9399999976158142,0.9900000095367432,0.9800000190734864,0.9700000087420144,0.02061856552759461,0.8999999761581421,0.959999978542328,0.9499999880790709,0.9366666475931804,-0.014234896097859875
155,TELA,"Tela Bio, Inc.","Ew Healthcare Partners Fund 2-Ugp, L.p.",See footnote 2,2022-06-22,5000,6.47,32350,1.5,7.400000095367432,7.409999847412109,7.639999866485596,7.483333269755046,0.13541201938053146,6.510000228881836,6.829999923706055,7.0,6.78000005086263,0.04572272102316406
156,TELA,"Tela Bio, Inc.","Ew Healthcare Partners Fund 2-Ugp, L.p.",See footnote 2,2022-06-21,5000,6.25,31250,1.5,6.75,7.4000000953674325,7.4099998474121085,7.1866666475931815,0.1303339494544207,5.949999809265138,6.510000228881836,6.829999923706055,6.429999987284344,0.02799377723799409
157,HCI,HCI Group Inc,Watts Susan,Director,2022-06-21,500,62.37,31185,2.39,63.47000122070313,65.55999755859375,67.13999938964844,65.38999938964844,0.046184422967382996,61.9000015258789,63.93000030517578,65.22000122070311,63.68333435058594,0.020622889237486296
158,TELA,"Tela Bio, Inc.","Ew Healthcare Partners Fund 2-Ugp, L.p.",See footnote 2,2022-06-17,5000,6.17,30850,1.5,,6.710000038146973,6.75,6.730000019073486,0.08320951225652168,,6.0,5.949999809265138,5.9749999046325675,-0.032635999745580416
159,IDN,Intelli Check-Mobilisa,Ishmael Jeffrey,CFO,2022-06-17,17700,1.7,30565,2.74,,1.7899999618530271,1.7799999713897705,1.7849999666213991,0.04761902981000312,,1.6799999475479126,1.7100000381469729,1.6949999928474426,-0.002949856739620265
160,TELA,"Tela Bio, Inc.","Ew Healthcare Partners Fund 2-Ugp, L.p.",See footnote 2,2022-06-16,5000,6.01,30050,1.5,6.300000190734862,,6.710000038146973,6.505000114440918,0.07609532755303597,5.929999828338622,,6.0,5.964999914169312,-0.007544021203385884
161,NILE,"BitNile Holdings, Inc",Ault Milton C III,Executive Chairman,2022-06-22,100000,0.3,29690,0.01,0.28999999165534973,0.2800000011920929,0.2800000011920929,0.28333333134651184,-0.05882353683656476,0.27000001072883606,0.27000001072883606,0.27000001072883606,0.27000001072883606,-0.11111106695952411
162,SVRA,Savara Inc,Ramsay David A,Director,2022-06-21,21094,1.38,29110,2.39,1.5,1.5299999713897705,1.5900000333786009,1.5400000015894573,0.10389610482098634,1.3899999856948853,1.4700000286102295,1.5,1.4533333381017048,0.05045871871176539
163,MIND,Mind Technology Inc,Blum Peter H,Director,2022-06-23,2000,14.27,28540,2.39,0.9100000262260437,0.9399999976158142,0.9100000262260437,0.9200000166893005,-14.510869283841783,0.8600000143051147,0.8700000047683716,0.8600000143051147,0.8633333444595337,-15.528957315940744
164,SCM,Stellus Capital Investment Corp,Dangelo Dean,Director,2022-06-16,2500,11.38,28450,2.39,11.550000190734865,,11.520000457763672,11.535000324249268,0.013437392275006692,11.020000457763672,,11.18000030517578,11.100000381469727,-0.02522518999167819
165,IDN,Intelli Check-Mobilisa,Ishmael Jeffrey,CFO,2022-06-22,15500,1.74,27194,2.74,1.8300000429153442,1.9500000476837158,2.0899999141693115,1.9566666682561238,0.11073253905287181,1.7200000286102295,1.7599999904632568,1.9700000286102295,1.8166666825612385,0.042201843242454115
166,MDRR,"Medalist Diversified Reit, Inc.",Winn Charles Brent Jr.,Chief Financial Officer,2022-06-16,30568,0.89,27169,2.74,0.9359999895095824,,0.9089999794960022,0.9224999845027924,0.03523033609622133,0.8700000047683716,,0.8240000009536743,0.847000002861023,-0.05076741085446322
167,CPSS,Consumer Portfolio Services Inc,Deckoff Stephen H,10% Owner,2022-06-17,2576,10.53,27125,1.5,,11.640000343322756,11.369999885559082,11.505000114440918,0.08474577181595261,,11.020000457763672,10.670000076293944,10.845000267028807,0.029045667060652775
168,IDN,Intelli Check-Mobilisa,Lewis Bryan,CEO,2022-06-16,15500,1.67,26171,2.81,1.7599999904632568,,1.7899999618530271,1.7749999761581419,0.05915491694000297,1.7000000476837158,,1.6799999475479126,1.6899999976158142,0.01183431813256183
169,FRST,Primis Financial Corp,Kabbash Charles A,Director,2022-06-22,1850,13.49,24964,2.39,13.329999923706055,14.210000038146973,14.279999732971191,13.93999989827474,0.032281198103196074,13.109999656677246,13.239999771118164,13.59000015258789,13.3133331934611,-0.013269915502878813
170,FRST,Primis Financial Corp,Diaz Deborah,Director,2022-06-17,1925,12.84,24717,2.39,,13.31999969482422,13.449999809265135,13.384999752044678,0.04071720299893351,,13.06999969482422,13.149999618530273,13.109999656677244,0.0205949400265414
171,FRST,Primis Financial Corp,Kabbash Charles A,Director,2022-06-17,1870,13.17,24664,2.39,,13.31999969482422,13.449999809265135,13.384999752044678,0.01606273859002759,,13.06999969482422,13.149999618530273,13.109999656677244,-0.004576685346608243
172,MTEM,"Molecular Templates, Inc.",Mclennan Sean,See remarks,2022-06-16,30000,0.82,24477,2.74,0.8799999952316284,,0.9100000262260436,0.8950000107288361,0.08379889366454918,0.8199999928474426,,0.8500000238418579,0.8350000083446503,0.017964081670354896
173,OEG,Orbital Energy Group Inc,Cochennet Steve,Director,2022-06-21,30000,0.81,24300,2.39,0.7889999747276306,0.7490000128746033,0.7799999713897705,0.7726666529973348,-0.048317533645125484,0.7360000014305115,0.7129999995231628,0.7300000190734863,0.7263333400090536,-0.11519044408715093
